user_id,username,published_at,views_count,is_retweeted,is_quoted,likes,content,collected_at,SourceFile
212175109,MRCMekong,2022-09-08 07:54:26+00,,f,f,7.0,MRC Secretariat and its member countries met in Hochiminh City to discuss a proposal for a transboundary adaptation project to improve water use efficiency &amp; #flood and #drought management for water security in the #Mekong Delta under #climatechange and sea level rise conditions. https://t.co/YMmmMlP5J9,2024-06-15 04:23:25.696008+00,#mekong  #climatechange
2572108705,Dr_LCorredor,2022-08-31 00:31:46+00,,f,t,2.0,"OMG! NO #snow melt = NO #water flowing downstream the Lancang/ #Mekong River 💔  Hence, very, very bad for the cascade of Chinese #Hydropower Dams in the Upper Mekong/ Lancang River.  Meaning that #Hydropower is #unreliable in #drought conditions! Set to worsen w/ #ClimateChange",2024-06-15 04:23:26.649827+00,#mekong  #climatechange
1537108038,FPI_SAIS,2022-08-26 17:24:25+00,,f,f,1.0,"How have #climatechange, #pollution, and #hydropower affected the 'water civilization?' Read Sn. Fellow James Borton's latest for the @asiatimesonline on #Vietnam's struggles in the midst of an unprecedented #drought.  #Mekong #SoutheastAsia #Rivers  https://t.co/033BIAen2K",2024-06-15 04:23:27.640604+00,#mekong  #climatechange
248001658,lukeanthonyhunt,2022-02-12 09:38:38+00,,f,f,5.0,Weekend listening: My latest podcst on the grim state of the Mekong River with Brian Eyler from the Stimson Center in Washington DC. https://t.co/uKiBamoRfR #mekong #cambodia #lukehunt #drought #climatechange #dams,2024-06-15 04:23:42.38849+00,#mekong  #climatechange
248001658,lukeanthonyhunt,2022-02-12 07:51:56+00,,f,f,23.0,My latest for VOA on the drought across the Mekong. https://t.co/TtjlLcc9uk  #mekong #lukehunt #climatechange #drought #cambodia #ASEAN,2024-06-15 04:23:42.850464+00,#mekong  #climatechange
3266824302,WRDwatermatters,2021-09-22 10:00:14+00,,f,f,4.0,"New research seeks to understand how climate factors, building dams, and other drivers contribute to different ways of explaining Mekong droughts.  #Mekong #drought #water #climatechange #ClimateCrisis   https://t.co/WSDuSH7ArK",2024-06-15 04:24:09.8942+00,#mekong  #climatechange
950542015703347201,vtv_world,2020-09-19 07:20:59+00,,f,f,3.0,Drought causes difficulties to fishermen in Mekong delta region (Climate... https://t.co/BtmpyKVKAC via @YouTube  #vtvworld #vietnam #mekong #climatechange #drought #environment #earth,2024-06-15 04:24:56.574535+00,#mekong  #climatechange
2804736223,seacsydney,2020-09-01 08:28:00+00,,f,f,1.0,"🇰🇭 #Cambodia’s biggest lake, Tonle Sap Lake, is running dry, threatening its swamp #forests and the #fish nurseries there that provide most of the nation's protein. #drought #climatechange #environment #Mekong #waterdam https://t.co/Ei0ZxImITB",2024-06-15 04:24:58.240747+00,#mekong  #climatechange
248001658,lukeanthonyhunt,2020-08-30 05:57:18+00,,f,f,4.0,"My lates, a photo essay on the plight of the Mekong River.  https://t.co/fim2QMikE0 #mekong #drought #cambodia #laos #china #dams #climatechange",2024-06-15 04:24:58.746044+00,#mekong  #climatechange
735652970776264704,SEAJunction,2020-08-28 08:20:57+00,,f,f,2.0,"The #Mekong is recorded low for 2 consecutive years as #drought hit the region and that exacerbated by construction of #dams on the River. Via @Diplomat_APAC, https://t.co/h9K7NgpF5S   #ClimateChange #Environment #Fishery #Water #Rainfall",2024-06-15 04:24:59.361571+00,#mekong  #climatechange
248001658,lukeanthonyhunt,2020-08-12 03:23:38+00,,f,f,2.0,My latest piece on the drought and the plight of those who rely on the Mekong River for a living. A river running out of time – the mighty Mekong reduced to a trickle https://t.co/Pu5InTruAl  #Mekong #River #Drought #ClimateChange #Dams #Cambodia #Vietnam #Laos #China,2024-06-15 04:25:01.938668+00,#mekong  #climatechange
2232915754,MarenceMiro,2020-08-09 21:02:01+00,,f,f,8.0,#Mekong nations pressed to share data. Only with #transboundary #river #data exchange we can reach #flood and #drought management in the whole basin. #Dam and #reservoirs must be used for mitigation of extrem situations amplifyed by #ClimateChange. https://t.co/3CtSK6LYK1,2024-06-15 04:25:02.424607+00,#mekong  #climatechange
2341748430,MekongCommons,2020-05-12 14:22:41+00,,f,f,0.0,#Mekong nations face growing threat to #foodsecurity amid claims #China’s #dams exacerbate effects of #drought via @SCMPNews https://t.co/MjGQ3Bz2Gf  #MekongCommons #Environment #ClimateChange #Hydropower #ChineseDamsontheMekong #Impacts #Livelihoods,2024-06-15 04:25:13.841085+00,#mekong  #climatechange
2338041043,sumernet_sec,2020-04-17 06:30:10+00,,f,f,7.0,Excellent piece from Carl Middleton stating that addressing #drought and #ClimateChange on the #Lancang - #Mekong River needs new and nature-based solutions.   #WaterInsecurity https://t.co/PLFDlE5vUA,2024-06-15 04:25:17.160945+00,#mekong  #climatechange
2227250310,sepehr_eslami,2020-04-15 07:30:08+00,,f,t,1.0,A timely research showing that the suffering of the lower #Mekong countries and especially #MekongDelta are not due to #ClimateChange. It's all made by #Engineers  #drought #saltintrusion,2024-06-15 04:25:17.663182+00,#mekong  #climatechange
